episode,success_rate,success_ema,goal_dist_mean,goal_hop_mean,best_goal_dist_mean,best_goal_hops_mean,progress_mean,goal_progress_per100,stagnation_fail_rate,loop_fail_rate,timeout_fail_rate,path_length_ratio,teacher_path_hops_mean,teacher_hidden_checkpoint_count_actual,worker_aux_ce_loss,worker_entropy,critic_explained_variance,hidden_checkpoint_count_mean,hidden_checkpoint_hit_rate,ordered_checkpoint_completion_ratio,hidden_checkpoint_hit_at_rank_1,hidden_checkpoint_hit_at_rank_2,hidden_checkpoint_hit_at_rank_3plus,goal_neighbor_rate,goal_neighbor_success_rate,goal_hop_1_hit_rate,goal_hop_1_to_success_rate,goal_regression_after_best4_rate,near_goal_ce_mult_applied_rate,goal_threshold_hit_8_rate,goal_threshold_hit_4_rate,goal_threshold_hit_2_rate,stagnation_reset_on_best_goal_improve_count,stagnation_reset_near_goal_count,stagnation_reset_goal4_count,stagnation_reset_goal2_count,reward_mean,loss,wkr_lr,worker_grad_pre,worker_grad_post,worker_grad_clip_hit,hidden_bonus_weight,aux_weight
2000,81.25,75.60682259047756,5184.375,2.25,2108.78125,1.0,77.05926895141602,2.4527781009674072,18.75,0.0,0.0,2.504166603088379,15.0,2.0,3.3330795764923096,0.5708743333816528,0.12302786111831665,2.0,68.75,53.125,68.75,37.5,0.0,84.375,83.87096405029297,84.375,96.29629516601562,50.0,7.737104415893555,93.75,90.625,84.375,12.9375,1.75,0.90625,0.84375,-16.892507553100586,0.5344765186309814,9.139745333221993e-05,0.9326393642981271,0.9326393642981271,0.0,0.75,0.12
2200,90.625,79.50044651524915,2788.5625,1.03125,1498.25,0.625,91.45451784133911,4.229673862457275,9.375,0.0,0.0,3.315624952316284,10.0,2.0,3.1269142627716064,0.5716028213500977,0.06280755996704102,2.0,46.875,39.0625,46.875,31.25,0.0,90.625,72.5,90.625,100.0,53.125,12.912346839904785,96.875,90.625,90.625,12.8125,1.8125,0.90625,0.90625,-153.54360961914062,0.45077988505363464,8.966408284465488e-05,1.0235572301478666,1.0235572301478666,0.0,0.75,0.12
2400,87.5,74.8075518571173,3346.3125,1.375,1846.4375,0.625,89.62769508361816,3.691072463989258,12.5,0.0,0.0,2.5182292461395264,12.0,2.0,2.9825172424316406,0.5675837993621826,0.29764336347579956,2.0,28.125,28.125,28.125,28.125,0.0,90.625,84.8484878540039,90.625,96.55171966552734,34.375,11.789037704467773,96.875,93.75,90.625,14.625,1.84375,0.9375,0.90625,-63.39453887939453,0.4661114811897278,8.779390905861509e-05,1.1211547293746222,1.1211547293746222,0.0,0.75,0.12
2600,90.625,73.999865785563,3041.0625,1.28125,1480.125,0.75,87.74604797363281,3.091160297393799,9.375,0.0,0.0,2.3984375,16.0,2.0,3.257063865661621,0.520255982875824,-0.03780519962310791,2.0,34.375,25.0,34.375,15.625,0.0,90.625,80.55555725097656,90.625,100.0,53.125,9.85342025756836,93.75,93.75,90.625,13.34375,1.84375,0.9375,0.90625,-176.49440002441406,0.5039176940917969,8.579431269563299e-05,3.577810121053261,3.577810121053261,0.0,0.75,0.12
2800,81.25,80.20245010176043,5039.125,2.1875,3821.53125,1.75,83.0788254737854,2.4407992362976074,12.5,6.25,0.0,2.101973533630371,19.0,2.0,3.1501846313476562,0.5682452321052551,0.1428200602531433,2.0,43.75,25.0,43.75,6.25,0.0,81.25,96.29629516601562,81.25,100.0,46.875,6.807512283325195,84.375,84.375,84.375,14.84375,1.6875,0.84375,0.84375,-70.92051696777344,0.519485354423523,8.367318524902446e-05,1.0671242250103177,1.0671242250103177,0.0,0.75,0.12
3000,87.5,78.97308080618,1504.84375,0.75,650.15625,0.28125,95.10301351547241,3.241217851638794,12.5,0.0,0.0,3.3011364936828613,11.0,2.0,3.006671667098999,0.4691561758518219,0.07347530126571655,2.0,81.25,62.5,81.25,43.75,0.0,93.75,75.67567443847656,93.75,93.33334350585938,62.5,11.10154914855957,100.0,96.875,96.875,12.90625,1.9375,0.96875,0.96875,-63.33272171020508,0.4779420793056488,8.143889783977029e-05,0.7681320879243272,0.7681320879243272,0.0,0.75,0.12
3200,65.625,79.53628564630748,8809.40625,3.84375,4887.5,2.125,79.40187454223633,1.6418921947479248,34.375,0.0,0.0,3.572265625,16.0,2.0,2.9522829055786133,0.5445396304130554,0.2111203670501709,2.0,34.375,21.875,34.375,9.375,0.0,75.0,65.625,75.0,87.5,62.5,6.178239345550537,87.5,81.25,81.25,20.09375,1.625,0.8125,0.8125,-183.09088134765625,0.5659838914871216,7.910026817952588e-05,1.636182658027905,1.636182658027905,0.0,0.75,0.12
3400,87.5,78.81883932253938,2552.5625,0.96875,1019.6875,0.4375,92.80603528022766,2.6789588928222656,12.5,0.0,0.0,4.215624809265137,10.0,2.0,2.87956166267395,0.5148553252220154,0.19952178001403809,2.0,71.875,51.5625,71.875,31.25,0.0,93.75,70.0,93.75,93.33334350585938,50.0,10.081541061401367,100.0,96.875,93.75,17.59375,1.90625,0.96875,0.9375,-67.48687744140625,0.48159050941467285,7.666652577114219e-05,0.9420084352818155,0.9420084352818155,0.0,0.75,0.12
3600,93.75,82.73638398486754,565.9375,0.28125,201.28125,0.0625,98.24569821357727,6.53946590423584,6.25,0.0,0.0,2.0694446563720703,9.0,1.0,2.7000672817230225,0.5020050406455994,0.19792777299880981,1.0,59.375,59.375,59.375,0.0,0.0,100.0,88.23529815673828,100.0,93.75,81.25,23.657718658447266,100.0,100.0,100.0,9.75,2.0,1.0,1.0,-9.078848838806152,0.4388595223426819,7.4147275484034e-05,0.8365790521886501,0.8365790521886501,0.0,0.75,0.12
3800,71.875,81.1671871997563,7573.53125,3.3125,4309.875,1.90625,78.71886491775513,2.091646194458008,28.125,0.0,0.0,3.480769157409668,13.0,2.0,2.4955642223358154,0.5095400214195251,0.19642633199691772,2.0,87.5,71.875,87.5,56.25,0.0,75.0,95.83332824707031,75.0,95.83333587646484,50.0,5.870165824890137,87.5,84.375,81.25,16.46875,1.65625,0.84375,0.8125,-156.3960418701172,0.488609254360199,7.155245964814823e-05,0.7051324220069881,0.7051324220069881,0.0,0.75,0.12
4000,90.625,84.39208302605267,2798.40625,1.21875,1323.34375,0.53125,92.66972541809082,2.689101219177246,9.375,0.0,0.0,2.478515625,16.0,2.0,2.821282148361206,0.4749344289302826,0.18039977550506592,2.0,59.375,43.75,59.375,28.125,0.0,90.625,85.29411315917969,90.625,100.0,59.375,8.274231910705566,96.875,96.875,93.75,16.875,1.90625,0.96875,0.9375,-113.49821472167969,0.37720128893852234,6.889231881613127e-05,1.0884222817555695,1.0884222817555695,0.0,0.75,0.12
4200,78.125,83.10525880724389,7665.90625,2.90625,4332.90625,1.46875,85.03249883651733,1.7181648015975952,15.625,6.25,0.0,3.150735378265381,17.0,2.0,2.991687536239624,0.5101044178009033,0.15196990966796875,2.0,28.125,21.875,28.125,15.625,0.0,84.375,86.20689392089844,84.375,92.59259033203125,65.625,5.367561340332031,93.75,87.5,84.375,22.53125,1.71875,0.875,0.84375,-38.63362121582031,0.5039848685264587,6.617735134854391e-05,0.9579721987946532,0.9579721987946532,0.0,0.75,0.12
4400,87.5,83.87411543798802,1146.78125,0.53125,430.65625,0.25,97.1720039844513,2.7880148887634277,12.5,0.0,0.0,3.375,13.0,2.0,2.8443801403045654,0.5054252743721008,0.04469799995422363,2.0,75.0,64.0625,75.0,53.125,0.0,90.625,71.79487609863281,90.625,96.55171966552734,56.25,8.618233680725098,100.0,100.0,96.875,15.3125,1.96875,1.0,0.96875,-83.30195617675781,0.5161547064781189,6.341827198162981e-05,1.1145651085360653,1.1145651085360653,0.0,0.75,0.12
4600,71.875,85.23780641728074,8647.625,3.4375,5461.59375,2.15625,79.39913272857666,1.746385097503662,28.125,0.0,0.0,2.8732638359069824,18.0,2.0,2.91640305519104,0.5496517419815063,0.08885908126831055,2.0,25.0,17.1875,25.0,9.375,0.0,78.125,85.18518829345703,78.125,91.99999237060547,50.0,5.438066482543945,87.5,87.5,78.125,19.3125,1.65625,0.875,0.78125,-83.27534484863281,0.5830868482589722,6.062596954114681e-05,1.6070889146094738,1.6070889146094738,0.0,0.75,0.12
4800,90.625,84.53622794225502,3804.96875,1.34375,3402.34375,1.0,91.53190851211548,2.998042106628418,9.375,0.0,0.0,2.402083396911621,15.0,2.0,2.574399471282959,0.550244927406311,0.2530671954154968,2.0,40.625,34.375,40.625,28.125,0.0,90.625,96.66666412353516,90.625,100.0,31.25,8.586296081542969,93.75,90.625,90.625,16.59375,1.8125,0.90625,0.90625,-137.46397399902344,0.40608736872673035,5.78114639691454e-05,0.8225588342193999,0.8225588342193999,0.0,0.75,0.12
5000,56.25,82.92540421401367,11150.8125,3.65625,5758.46875,1.28125,78.4279465675354,1.9673861265182495,43.75,0.0,0.0,4.088942527770996,13.0,2.0,2.7107086181640625,0.5378491878509521,0.07758331298828125,2.0,78.125,65.625,78.125,53.125,0.0,68.75,78.26087188720703,68.75,81.81818389892578,75.0,4.467959880828857,100.0,93.75,81.25,17.1875,1.75,0.9375,0.8125,-95.40834045410156,0.6324993968009949,5.4985862833293464e-05,2.123575515158289,2.123575515158289,0.0,0.75,0.12
5200,71.875,83.28505727704227,8877.125,2.78125,6095.125,1.875,82.33970403671265,2.0151169300079346,25.0,3.125,0.0,3.674107313156128,14.0,2.0,2.7750253677368164,0.5107712745666504,0.21208244562149048,2.0,53.125,42.1875,53.125,31.25,0.0,71.875,92.0,71.875,100.0,40.625,4.617254257202148,90.625,84.375,71.875,19.9375,1.5625,0.84375,0.71875,-230.90081787109375,0.5207774639129639,5.216031749037983e-05,1.501030430541112,1.501030430541112,0.0,0.75,0.12
5400,87.5,83.9933050956294,2478.3125,1.15625,1159.9375,0.53125,93.82398128509521,2.339538812637329,12.5,0.0,0.0,3.039583444595337,15.0,2.0,2.856274127960205,0.5168251395225525,0.16443198919296265,2.0,40.625,29.6875,40.625,18.75,0.0,87.5,90.32257843017578,87.5,100.0,71.875,6.922549724578857,100.0,96.875,90.625,20.78125,1.875,0.96875,0.90625,-46.261104583740234,0.4725104570388794,4.9345979077004125e-05,1.21628633940037,1.21628633940037,0.0,0.75,0.12
5600,90.625,83.42741303766255,3103.65625,1.125,2125.1875,0.8125,93.92760992050171,2.1612801551818848,9.375,0.0,0.0,2.6770832538604736,18.0,2.0,2.6824393272399902,0.5229602456092834,-0.06572818756103516,2.0,37.5,25.0,37.5,12.5,0.0,93.75,82.85714721679688,93.75,96.66667175292969,34.375,6.225680828094482,93.75,93.75,93.75,24.09375,1.875,0.9375,0.9375,-29.907882690429688,0.5098735690116882,4.6553954501135126e-05,3.2892419072931447,3.2892419072931447,0.0,0.75,0.12
5800,93.75,86.6427417785028,1612.0625,0.53125,1508.09375,0.4375,96.88490629196167,2.4712231159210205,6.25,0.0,0.0,2.701171875,16.0,2.0,2.755568504333496,0.5132843852043152,0.11805641651153564,2.0,34.375,23.4375,34.375,12.5,0.0,93.75,93.75,93.75,100.0,28.125,7.736804485321045,100.0,93.75,93.75,22.53125,1.875,0.9375,0.9375,-20.51077651977539,0.4240921437740326,4.3795262608218974e-05,0.6222385963037645,0.6222385963037645,0.0,0.75,0.12
6000,84.375,83.92823706228218,4598.53125,1.4375,1932.15625,0.53125,92.45288372039795,2.3478498458862305,15.625,0.0,0.0,2.873046875,16.0,2.0,2.529771566390991,0.4813039004802704,0.14399957656860352,2.0,65.625,43.75,65.625,21.875,0.0,90.625,77.14286041259766,90.625,93.10344696044922,84.375,8.905506134033203,96.875,96.875,96.875,21.40625,1.9375,0.96875,0.96875,-102.37709045410156,0.4788893461227417,4.108079069483059e-05,0.8340700957031888,0.8340700957031888,0.0,0.75,0.12
6200,84.375,83.97892063645445,2974.9375,1.4375,1059.28125,0.5625,94.48708295822144,2.318511962890625,15.625,0.0,0.0,3.4330356121063232,14.0,2.0,2.837246894836426,0.4951099753379822,0.20575714111328125,2.0,53.125,35.9375,53.125,18.75,0.0,84.375,90.0,84.375,100.0,68.75,6.501950263977051,96.875,96.875,93.75,22.84375,1.90625,0.96875,0.9375,-144.68450927734375,0.5118616819381714,3.842125154148814e-05,0.7051832379565844,0.7051832379565844,0.0,0.75,0.12
6400,84.375,88.15846071751841,2428.8125,0.8125,443.875,0.1875,89.3766701221466,6.185766220092773,15.625,0.0,0.0,1.5645833015441895,15.0,2.0,2.776089668273926,0.5242902040481567,0.26587092876434326,2.0,46.875,29.6875,46.875,12.5,0.0,96.875,65.8536605834961,96.875,87.09677124023438,75.0,19.30759048461914,100.0,100.0,100.0,9.125,2.0,1.0,1.0,-93.51388549804688,0.5623483061790466,3.582714113420176e-05,1.3902992593451915,1.3902992593451915,0.0,0.75,0.12
6600,100.0,90.9210017768801,0.0,0.0,0.0,0.0,100.0,3.0553269386291504,0.0,0.0,0.0,2.059027671813965,18.0,2.0,3.0130810737609863,0.46455031633377075,-1.1492486000061035,2.0,71.875,46.875,71.875,21.875,0.0,100.0,96.96969604492188,100.0,100.0,59.375,9.106239318847656,100.0,100.0,100.0,17.875,2.0,1.0,1.0,-93.23637390136719,0.3534858524799347,3.3308697241612665e-05,1.0893826186479667,1.0893826186479667,0.0,0.75,0.12
6800,96.875,87.44741220009598,1085.6875,0.34375,70.9375,0.03125,97.31212258338928,3.9475021362304688,3.125,0.0,0.0,2.242788314819336,13.0,2.0,2.594815492630005,0.4326056241989136,0.33226919174194336,2.0,100.0,71.875,100.0,43.75,0.0,100.0,83.78378295898438,100.0,96.875,50.0,12.647374153137207,100.0,100.0,100.0,16.0,2.0,1.0,1.0,-92.3150863647461,0.35472095012664795,3.087585901119729e-05,0.9404705882268166,0.9404705882268166,0.0,0.75,0.12
7000,96.875,86.48296454429709,1432.21875,0.46875,531.3125,0.15625,96.31450772285461,3.947078227996826,3.125,0.0,0.0,2.700000047683716,10.0,2.0,2.6544113159179688,0.48300057649612427,0.10439795255661011,2.0,71.875,57.8125,71.875,43.75,0.0,96.875,96.875,96.875,100.0,56.25,11.226851463317871,100.0,96.875,96.875,15.53125,1.9375,0.96875,0.96875,7.602062225341797,0.3925600051879883,2.853822774399304e-05,0.9295325324538021,0.9295325324538021,0.0,0.75,0.12
7200,84.375,90.1543253031615,4659.625,1.8125,3288.4375,1.28125,90.89258909225464,2.0713086128234863,12.5,3.125,0.0,2.5904605388641357,19.0,2.0,2.534151792526245,0.5088085532188416,0.16326123476028442,2.0,46.875,32.8125,46.875,18.75,0.0,84.375,69.23077392578125,84.375,100.0,59.375,6.730158805847168,93.75,93.75,84.375,21.3125,1.78125,0.9375,0.84375,-90.46504974365234,0.47226113080978394,2.6305029002649416e-05,0.819354263033697,0.819354263033697,0.0,0.75,0.12
7400,87.5,90.82885804754001,2329.875,1.46875,1178.125,0.75,89.02348279953003,3.7999653816223145,12.5,0.0,0.0,1.835416555404663,15.0,2.0,2.896024227142334,0.5247990489006042,0.2958582639694214,2.0,71.875,62.5,71.875,53.125,0.0,87.5,77.77777862548828,87.5,100.0,65.625,11.350737571716309,96.875,90.625,87.5,12.0625,1.78125,0.90625,0.875,-22.684370040893555,0.4859248399734497,2.4185076202346895e-05,1.8045448972513916,1.8045448972513916,0.0,0.75,0.12
7600,87.5,87.54911725242481,2671.40625,1.46875,1031.25,0.6875,88.20675611495972,3.081033229827881,9.375,3.125,0.0,2.289583206176758,15.0,2.0,2.8266823291778564,0.5124254822731018,0.169608473777771,2.0,40.625,23.4375,40.625,6.25,0.0,87.5,93.33333587646484,87.5,100.0,50.0,8.82620620727539,93.75,93.75,93.75,15.59375,1.875,0.9375,0.9375,-91.31825256347656,0.493741512298584,2.2186735828274e-05,1.2770678395641566,1.2770678395641566,0.0,0.75,0.12
7800,96.875,88.52267019591744,1198.09375,0.53125,412.5,0.125,96.44345045089722,4.6001081466674805,3.125,0.0,0.0,1.853365421295166,13.0,2.0,2.7686870098114014,0.4275345802307129,0.4963102340698242,2.0,71.875,68.75,71.875,65.625,0.0,96.875,100.0,96.875,100.0,37.5,12.451361656188965,100.0,100.0,96.875,14.0,1.96875,1.0,0.96875,-12.264948844909668,0.3543241024017334,2.03178944169325e-05,1.5821171961155316,1.5821171961155316,0.0,0.75,0.12
8000,90.625,88.66656397789343,1311.8125,0.5625,1118.71875,0.375,93.30332279205322,6.522338390350342,9.375,0.0,0.0,2.736607074737549,7.0,1.0,2.931075096130371,0.551259458065033,0.27608978748321533,1.0,65.625,65.625,65.625,0.0,0.0,90.625,100.0,90.625,100.0,81.25,17.128873825073242,100.0,96.875,93.75,8.40625,1.90625,0.96875,0.9375,-2.861146926879883,0.5344535708427429,1.8585927431580534e-05,1.1516394584480825,1.1516394584480825,0.0,0.75,0.12
8200,100.0,89.870745107789,0.0,0.0,0.0,0.0,100.0,4.537792682647705,0.0,0.0,0.0,2.0338542461395264,12.0,2.0,2.417888879776001,0.5220481753349304,-1.6303811073303223,2.0,53.125,48.4375,53.125,43.75,0.0,100.0,100.0,100.0,100.0,50.0,13.060179710388184,100.0,100.0,100.0,15.03125,2.0,1.0,1.0,29.117523193359375,0.24297648668289185,1.6997670154648852e-05,0.8972576317841183,0.8972576317841183,0.0,0.75,0.12
8400,93.75,91.53714040752023,1730.875,0.8125,988.375,0.5,96.31249904632568,2.3582355976104736,6.25,0.0,0.0,2.4177632331848145,19.0,2.0,2.6685900688171387,0.5036970376968384,0.2937347888946533,2.0,15.625,9.375,15.625,3.125,0.0,93.75,90.90909576416016,93.75,100.0,56.25,7.278911590576172,96.875,96.875,96.875,22.75,1.9375,0.96875,0.96875,-209.82171630859375,0.38659751415252686,1.555939071200373e-05,0.7255371114809713,0.7255371114809713,0.0,0.75,0.12
8600,65.625,87.64372107488498,12135.90625,3.59375,9020.6875,2.4375,78.35772037506104,1.7747750282287598,34.375,0.0,0.0,3.273897171020508,17.0,2.0,2.5671849250793457,0.4910179376602173,0.1801891326904297,2.0,37.5,28.125,37.5,18.75,0.0,65.625,100.0,65.625,100.0,50.0,3.7619314193725586,87.5,81.25,68.75,20.5,1.5,0.8125,0.6875,-152.3693389892578,0.5918253660202026,1.427676533551795e-05,1.7252845353328234,1.7252845353328234,0.0,0.75,0.12
8800,100.0,89.04134290640854,0.0,0.0,0.0,0.0,100.0,3.1631453037261963,0.0,0.0,0.0,2.4776785373687744,14.0,2.0,2.3360936641693115,0.45411786437034607,-3.4274678230285645,2.0,81.25,64.0625,81.25,46.875,0.0,100.0,91.42857360839844,100.0,100.0,78.125,9.909910202026367,100.0,100.0,100.0,16.1875,2.0,1.0,1.0,-81.38410949707031,0.35899126529693604,1.3154855961576676e-05,1.8497089221489524,1.8497089221489524,0.0,0.75,0.12
9000,93.75,91.6220819625591,1885.96875,0.625,1485.0,0.4375,95.10023593902588,3.669466018676758,6.25,0.0,0.0,2.288461685180664,13.0,2.0,2.3726871013641357,0.5257551670074463,0.04085969924926758,2.0,78.125,59.375,78.125,40.625,0.0,93.75,90.90909576416016,93.75,100.0,34.375,10.609243392944336,100.0,93.75,93.75,14.78125,1.875,0.9375,0.9375,-16.457752227783203,0.36998653411865234,1.2198090253927232e-05,0.7964916702259602,0.7964916702259602,0.0,0.75,0.12
9200,100.0,92.26530761985978,0.0,0.0,0.0,0.0,100.0,26.593929290771484,0.0,0.0,0.0,1.7395833730697632,3.0,0.0,2.7632217407226562,0.4903482496738434,-0.8718134164810181,0.0,0.0,0.0,0.0,0.0,0.0,100.0,84.21052551269531,100.0,100.0,21.875,66.4670639038086,100.0,100.0,100.0,3.0,1.0,0.0,1.0,29.31009292602539,0.0881594866514206,1.1410244129713038e-05,2.518497702892095,2.518497702892095,0.0,0.75,0.12
9400,81.25,89.80813181784258,4230.6875,1.75,2177.9375,0.875,84.9382758140564,2.9685702323913574,18.75,0.0,0.0,2.8828125,12.0,2.0,2.5808706283569336,0.44107380509376526,0.33212804794311523,2.0,40.625,29.6875,40.625,18.75,0.0,84.375,72.22222137451172,84.375,96.29629516601562,53.125,9.846431732177734,96.875,90.625,90.625,14.21875,1.8125,0.90625,0.90625,-108.0285415649414,0.49566662311553955,1.0794426857653713e-05,1.0477313756517461,1.0477313756517461,0.0,0.75,0.12
9600,96.875,89.53231088455583,749.09375,0.28125,247.5,0.0625,95.03943920135498,14.693694114685059,3.125,0.0,0.0,0.6666666865348816,12.0,2.0,2.6423521041870117,0.4460495114326477,0.30144619941711426,2.0,0.0,0.0,0.0,0.0,0.0,96.875,83.78378295898438,96.875,100.0,28.125,42.578125,100.0,100.0,100.0,5.0,2.0,1.0,1.0,-13.348188400268555,0.42871031165122986,1.0353068787181921e-05,1.9821422920252207,1.9821422920252207,0.0,0.75,0.12
9800,100.0,88.85033004094245,0.0,0.0,0.0,0.0,100.0,8.84234619140625,0.0,0.0,0.0,0.6651785969734192,21.0,2.0,2.217790126800537,0.5123580694198608,-0.4069710969924927,2.0,96.875,48.4375,96.875,0.0,0.0,100.0,76.19047546386719,100.0,100.0,40.625,26.84563636779785,100.0,100.0,100.0,8.71875,2.0,1.0,1.0,8.922676086425781,0.208069309592247,1.0087911756964497e-05,1.0209422578867904,1.0209422578867904,0.0,0.75,0.12
9999,96.875,91.30130661667293,1131.90625,0.4375,1049.40625,0.25,97.08729386329651,3.3866515159606934,3.125,0.0,0.0,3.5104165077209473,9.0,1.0,2.4363086223602295,0.4822370707988739,0.15167450904846191,1.0,56.25,56.25,56.25,0.0,0.0,96.875,81.57894897460938,96.875,100.0,46.875,11.572699546813965,100.0,96.875,96.875,15.78125,1.9375,0.96875,0.96875,-9.352009773254395,0.31114479899406433,1e-05,0.6290198325935566,0.6290198325935566,0.0,0.75,0.12
